iteration,best_fitness,coverage
1.0,10.0,0.02749999999999997
2.0,10.0,0.03500000000000003
3.0,10.0,0.040000000000000036
4.0,10.0,0.040000000000000036
5.0,10.0,0.04500000000000004
6.0,10.0,0.04749999999999999
7.0,10.0,0.057499999999999996
8.0,10.0,0.0625
9.0,10.0,0.0675
10.0,10.0,0.07250000000000001
11.0,10.0,0.07750000000000001
12.0,7.0,0.08999999999999997
13.0,7.0,0.09499999999999997
14.0,7.0,0.09750000000000003
15.0,7.0,0.09999999999999998
16.0,7.0,0.10250000000000004
17.0,7.0,0.10499999999999998
18.0,7.0,0.10750000000000004
19.0,7.0,0.10750000000000004
20.0,7.0,0.10750000000000004
21.0,7.0,0.10999999999999999
22.0,7.0,0.10999999999999999
23.0,7.0,0.12
24.0,7.0,0.12250000000000005
25.0,7.0,0.125
26.0,6.0,0.13
27.0,6.0,0.135
28.0,6.0,0.14
29.0,6.0,0.14
30.0,6.0,0.14
31.0,6.0,0.14249999999999996
32.0,6.0,0.14249999999999996
33.0,6.0,0.14249999999999996
34.0,6.0,0.14249999999999996
35.0,6.0,0.14249999999999996
36.0,6.0,0.14500000000000002
37.0,6.0,0.14749999999999996
38.0,6.0,0.15000000000000002
39.0,6.0,0.15000000000000002
40.0,6.0,0.15249999999999997
41.0,6.0,0.15500000000000003
42.0,6.0,0.15749999999999997
43.0,6.0,0.15749999999999997
44.0,6.0,0.15749999999999997
45.0,6.0,0.16249999999999998
46.0,6.0,0.16249999999999998
47.0,6.0,0.16249999999999998
48.0,6.0,0.16500000000000004
49.0,6.0,0.16749999999999998
50.0,6.0,0.16749999999999998
51.0,6.0,0.16749999999999998
52.0,6.0,0.16749999999999998
53.0,6.0,0.17000000000000004
54.0,6.0,0.1725
55.0,6.0,0.1725
56.0,6.0,0.1725
57.0,6.0,0.1725
58.0,6.0,0.1725
59.0,6.0,0.1725
60.0,6.0,0.17500000000000004
61.0,6.0,0.1775
62.0,6.0,0.18000000000000005
63.0,6.0,0.18000000000000005
64.0,6.0,0.18000000000000005
65.0,6.0,0.1825
66.0,6.0,0.1825
67.0,6.0,0.18500000000000005
68.0,6.0,0.18500000000000005
69.0,6.0,0.1875
70.0,6.0,0.18999999999999995
71.0,6.0,0.18999999999999995
72.0,6.0,0.18999999999999995
73.0,6.0,0.18999999999999995
74.0,6.0,0.18999999999999995
75.0,6.0,0.1925
76.0,6.0,0.19499999999999995
77.0,6.0,0.19499999999999995
78.0,6.0,0.1975
79.0,6.0,0.1975
80.0,6.0,0.1975
81.0,6.0,0.2025
82.0,6.0,0.20499999999999996
83.0,6.0,0.20499999999999996
84.0,6.0,0.20499999999999996
85.0,6.0,0.20750000000000002
86.0,6.0,0.20750000000000002
87.0,6.0,0.20750000000000002
88.0,6.0,0.20750000000000002
89.0,6.0,0.20750000000000002
90.0,6.0,0.20750000000000002
91.0,-6.0,0.21250000000000002
92.0,-6.0,0.21250000000000002
93.0,-6.0,0.21250000000000002
94.0,-6.0,0.21250000000000002
95.0,-6.0,0.21250000000000002
96.0,-6.0,0.21250000000000002
97.0,-6.0,0.21750000000000003
98.0,-6.0,0.21750000000000003
99.0,-6.0,0.21750000000000003
100.0,-6.0,0.21750000000000003
101.0,-6.0,0.21750000000000003
102.0,-6.0,0.21750000000000003
103.0,-6.0,0.21999999999999997
104.0,-6.0,0.22250000000000003
105.0,-6.0,0.22250000000000003
106.0,-6.0,0.22499999999999998
107.0,-6.0,0.22750000000000004
108.0,-6.0,0.22750000000000004
109.0,-6.0,0.23250000000000004
110.0,-6.0,0.23250000000000004
111.0,-6.0,0.235
112.0,-6.0,0.235
113.0,-6.0,0.235
114.0,-6.0,0.235
115.0,-6.0,0.235
116.0,-6.0,0.23750000000000004
117.0,-6.0,0.23750000000000004
118.0,-6.0,0.24250000000000005
119.0,-6.0,0.24250000000000005
120.0,-6.0,0.24250000000000005
121.0,-6.0,0.245
122.0,-6.0,0.245
123.0,-6.0,0.245
124.0,-6.0,0.245
125.0,-6.0,0.245
126.0,-6.0,0.245
127.0,-6.0,0.245
128.0,-6.0,0.245
129.0,-6.0,0.245
130.0,-6.0,0.245
131.0,-6.0,0.245
132.0,-6.0,0.245
133.0,-6.0,0.245
134.0,-6.0,0.245
135.0,-6.0,0.245
136.0,-6.0,0.245
137.0,-6.0,0.25
138.0,-6.0,0.25
139.0,-6.0,0.25
140.0,-6.0,0.25
141.0,-6.0,0.25249999999999995
142.0,-6.0,0.25249999999999995
143.0,-6.0,0.25249999999999995
144.0,-6.0,0.255
145.0,-6.0,0.255
146.0,-6.0,0.255
147.0,-6.0,0.25749999999999995
148.0,-6.0,0.25749999999999995
149.0,-6.0,0.25749999999999995
150.0,-6.0,0.26
151.0,-6.0,0.26
152.0,-6.0,0.26
153.0,-6.0,0.26249999999999996
154.0,-6.0,0.265
155.0,-6.0,0.265
156.0,-6.0,0.265
157.0,-6.0,0.265
158.0,-6.0,0.265
159.0,-6.0,0.26749999999999996
160.0,-6.0,0.26749999999999996
161.0,-6.0,0.26749999999999996
162.0,-6.0,0.26749999999999996
163.0,-6.0,0.26749999999999996
164.0,-6.0,0.26749999999999996
165.0,-6.0,0.26749999999999996
166.0,-6.0,0.26749999999999996
167.0,-6.0,0.26749999999999996
168.0,-6.0,0.26749999999999996
169.0,-6.0,0.27
170.0,-6.0,0.27249999999999996
171.0,-6.0,0.275
172.0,-6.0,0.275
173.0,-6.0,0.275
174.0,-6.0,0.275
175.0,-6.0,0.275
176.0,-6.0,0.275
177.0,-6.0,0.275
178.0,-6.0,0.27749999999999997
179.0,-6.0,0.27749999999999997
180.0,-6.0,0.28500000000000003
181.0,-6.0,0.28500000000000003
182.0,-6.0,0.28500000000000003
183.0,-6.0,0.28500000000000003
184.0,-6.0,0.28500000000000003
185.0,-6.0,0.28500000000000003
186.0,-6.0,0.28500000000000003
187.0,-6.0,0.28500000000000003
188.0,-6.0,0.28500000000000003
189.0,-6.0,0.28500000000000003
190.0,-6.0,0.2875
191.0,-6.0,0.2875
192.0,-6.0,0.2875
193.0,-6.0,0.2875
194.0,-6.0,0.2875
195.0,-6.0,0.2875
196.0,-6.0,0.2875
197.0,-6.0,0.2925
198.0,-6.0,0.2925
199.0,-6.0,0.2925
200.0,-6.0,0.2925
201.0,-6.0,0.2925
202.0,-6.0,0.2925
203.0,-6.0,0.2925
204.0,-6.0,0.2925
205.0,-6.0,0.2925
206.0,-6.0,0.2925
207.0,-6.0,0.2925
208.0,-6.0,0.2925
209.0,-6.0,0.2925
210.0,-6.0,0.2925
211.0,-6.0,0.2925
212.0,-6.0,0.2925
213.0,-6.0,0.29500000000000004
214.0,-6.0,0.2975
215.0,-6.0,0.2975
216.0,-6.0,0.30000000000000004
217.0,-6.0,0.3025
218.0,-6.0,0.3025
219.0,-6.0,0.3025
220.0,-6.0,0.3025
221.0,-6.0,0.30500000000000005
222.0,-6.0,0.30500000000000005
223.0,-6.0,0.30500000000000005
224.0,-6.0,0.30500000000000005
225.0,-6.0,0.30500000000000005
226.0,-6.0,0.30500000000000005
227.0,-6.0,0.30500000000000005
228.0,-6.0,0.30500000000000005
229.0,-6.0,0.30500000000000005
230.0,-6.0,0.30500000000000005
231.0,-6.0,0.30500000000000005
232.0,-6.0,0.30500000000000005
233.0,-6.0,0.30500000000000005
234.0,-6.0,0.30500000000000005
235.0,-6.0,0.30500000000000005
236.0,-6.0,0.30500000000000005
237.0,-6.0,0.30500000000000005
238.0,-6.0,0.30500000000000005
239.0,-6.0,0.30500000000000005
240.0,-6.0,0.30500000000000005
241.0,-6.0,0.3075
242.0,-6.0,0.3075
243.0,-6.0,0.31000000000000005
244.0,-6.0,0.31000000000000005
245.0,-6.0,0.31000000000000005
246.0,-6.0,0.31000000000000005
247.0,-6.0,0.31000000000000005
248.0,-6.0,0.31000000000000005
249.0,-6.0,0.31000000000000005
250.0,-6.0,0.31000000000000005
251.0,-6.0,0.31000000000000005
252.0,-6.0,0.31000000000000005
253.0,-6.0,0.31000000000000005
254.0,-6.0,0.31000000000000005
255.0,-6.0,0.31000000000000005
256.0,-6.0,0.31000000000000005
257.0,-6.0,0.31000000000000005
258.0,-6.0,0.31000000000000005
259.0,-6.0,0.31000000000000005
260.0,-6.0,0.31000000000000005
261.0,-6.0,0.31000000000000005
262.0,-6.0,0.31000000000000005
263.0,-6.0,0.3125
264.0,-6.0,0.3125
265.0,-6.0,0.3125
266.0,-6.0,0.3125
267.0,-6.0,0.3125
268.0,-6.0,0.3125
269.0,-6.0,0.3125
270.0,-6.0,0.3125
271.0,-6.0,0.3125
272.0,-6.0,0.3125
273.0,-6.0,0.31499999999999995
274.0,-6.0,0.31499999999999995
275.0,-6.0,0.31499999999999995
276.0,-6.0,0.31499999999999995
277.0,-6.0,0.31499999999999995
278.0,-6.0,0.31499999999999995
279.0,-6.0,0.31499999999999995
280.0,-6.0,0.31499999999999995
281.0,-6.0,0.31499999999999995
282.0,-6.0,0.3175
283.0,-6.0,0.3175
284.0,-6.0,0.3175
285.0,-6.0,0.3175
286.0,-6.0,0.3175
287.0,-6.0,0.3175
288.0,-6.0,0.3175
289.0,-6.0,0.3175
290.0,-6.0,0.3175
291.0,-6.0,0.3175
292.0,-6.0,0.3175
293.0,-6.0,0.31999999999999995
294.0,-6.0,0.31999999999999995
295.0,-6.0,0.31999999999999995
296.0,-6.0,0.31999999999999995
297.0,-6.0,0.31999999999999995
298.0,-6.0,0.31999999999999995
299.0,-6.0,0.31999999999999995
300.0,-6.0,0.31999999999999995
301.0,-6.0,0.31999999999999995
302.0,-6.0,0.31999999999999995
303.0,-6.0,0.3225
304.0,-6.0,0.3225
305.0,-6.0,0.3225
306.0,-6.0,0.3225
307.0,-6.0,0.3225
308.0,-6.0,0.3225
309.0,-6.0,0.3225
310.0,-6.0,0.3225
311.0,-6.0,0.3225
312.0,-6.0,0.3225
313.0,-6.0,0.3225
314.0,-6.0,0.3225
315.0,-6.0,0.3225
316.0,-6.0,0.3225
317.0,-6.0,0.32499999999999996
318.0,-6.0,0.32499999999999996
319.0,-6.0,0.32499999999999996
320.0,-6.0,0.32499999999999996
321.0,-6.0,0.32499999999999996
322.0,-6.0,0.32499999999999996
323.0,-6.0,0.32499999999999996
324.0,-6.0,0.32499999999999996
325.0,-6.0,0.32499999999999996
326.0,-6.0,0.32499999999999996
327.0,-6.0,0.32499999999999996
328.0,-6.0,0.32499999999999996
329.0,-6.0,0.32499999999999996
330.0,-6.0,0.3275
331.0,-6.0,0.3275
332.0,-6.0,0.3275
333.0,-6.0,0.3275
334.0,-6.0,0.3275
335.0,-6.0,0.3275
336.0,-6.0,0.3275
337.0,-6.0,0.3275
338.0,-6.0,0.3275
339.0,-6.0,0.3275
340.0,-6.0,0.3275
341.0,-6.0,0.3275
342.0,-6.0,0.32999999999999996
343.0,-6.0,0.32999999999999996
344.0,-6.0,0.32999999999999996
345.0,-6.0,0.32999999999999996
346.0,-6.0,0.32999999999999996
347.0,-6.0,0.32999999999999996
348.0,-6.0,0.32999999999999996
349.0,-6.0,0.32999999999999996
350.0,-6.0,0.32999999999999996
351.0,-6.0,0.32999999999999996
352.0,-6.0,0.3325
353.0,-6.0,0.3325
354.0,-6.0,0.3325
355.0,-6.0,0.3325
356.0,-6.0,0.3325
357.0,-6.0,0.3325
358.0,-6.0,0.3325
359.0,-6.0,0.3325
360.0,-6.0,0.3325
361.0,-6.0,0.3325
362.0,-6.0,0.3325
363.0,-6.0,0.3325
364.0,-6.0,0.3325
365.0,-6.0,0.3325
366.0,-6.0,0.3325
367.0,-6.0,0.3325
368.0,-6.0,0.3325
369.0,-6.0,0.3325
370.0,-6.0,0.3325
371.0,-6.0,0.3325
372.0,-6.0,0.3325
373.0,-6.0,0.3325
374.0,-6.0,0.3325
375.0,-6.0,0.3325
376.0,-6.0,0.3325
377.0,-6.0,0.3325
378.0,-6.0,0.3325
379.0,-6.0,0.3325
380.0,-6.0,0.3325
381.0,-6.0,0.3325
382.0,-6.0,0.3325
383.0,-6.0,0.3325
384.0,-6.0,0.3325
385.0,-6.0,0.3325
386.0,-6.0,0.3325
387.0,-6.0,0.33999999999999997
388.0,-6.0,0.33999999999999997
389.0,-6.0,0.33999999999999997
390.0,-6.0,0.33999999999999997
391.0,-6.0,0.33999999999999997
392.0,-6.0,0.33999999999999997
393.0,-6.0,0.33999999999999997
394.0,-6.0,0.33999999999999997
395.0,-6.0,0.33999999999999997
396.0,-6.0,0.33999999999999997
397.0,-6.0,0.33999999999999997
398.0,-6.0,0.33999999999999997
399.0,-6.0,0.33999999999999997
400.0,-6.0,0.33999999999999997
401.0,-6.0,0.33999999999999997
402.0,-6.0,0.33999999999999997
403.0,-6.0,0.33999999999999997
404.0,-6.0,0.33999999999999997
405.0,-6.0,0.33999999999999997
406.0,-6.0,0.33999999999999997
407.0,-6.0,0.33999999999999997
408.0,-6.0,0.33999999999999997
409.0,-6.0,0.33999999999999997
410.0,-6.0,0.33999999999999997
411.0,-6.0,0.33999999999999997
412.0,-6.0,0.33999999999999997
413.0,-6.0,0.33999999999999997
414.0,-6.0,0.33999999999999997
415.0,-6.0,0.33999999999999997
416.0,-6.0,0.33999999999999997
417.0,-6.0,0.33999999999999997
418.0,-6.0,0.33999999999999997
419.0,-6.0,0.33999999999999997
420.0,-6.0,0.33999999999999997
421.0,-6.0,0.33999999999999997
422.0,-6.0,0.3425
423.0,-6.0,0.3425
424.0,-6.0,0.3425
425.0,-6.0,0.345
426.0,-6.0,0.345
427.0,-6.0,0.345
428.0,-6.0,0.345
429.0,-6.0,0.345
430.0,-6.0,0.345
431.0,-6.0,0.345
432.0,-6.0,0.345
433.0,-6.0,0.345
434.0,-6.0,0.345
435.0,-6.0,0.345
436.0,-6.0,0.345
437.0,-6.0,0.345
438.0,-6.0,0.345
439.0,-6.0,0.345
440.0,-6.0,0.345
441.0,-6.0,0.345
442.0,-6.0,0.345
443.0,-6.0,0.345
444.0,-6.0,0.345
445.0,-6.0,0.345
446.0,-6.0,0.345
447.0,-6.0,0.345
448.0,-6.0,0.345
449.0,-6.0,0.345
450.0,-6.0,0.345
451.0,-6.0,0.34750000000000003
452.0,-6.0,0.34750000000000003
453.0,-6.0,0.34750000000000003
454.0,-6.0,0.34750000000000003
455.0,-6.0,0.34750000000000003
456.0,-6.0,0.34750000000000003
457.0,-6.0,0.34750000000000003
458.0,-6.0,0.34750000000000003
459.0,-6.0,0.34750000000000003
460.0,-6.0,0.34750000000000003
461.0,-6.0,0.34750000000000003
462.0,-6.0,0.34750000000000003
463.0,-6.0,0.34750000000000003
464.0,-6.0,0.34750000000000003
465.0,-6.0,0.34750000000000003
466.0,-6.0,0.34750000000000003
467.0,-6.0,0.34750000000000003
468.0,-6.0,0.34750000000000003
469.0,-6.0,0.34750000000000003
470.0,-6.0,0.34750000000000003
471.0,-6.0,0.34750000000000003
472.0,-6.0,0.34750000000000003
473.0,-6.0,0.34750000000000003
474.0,-6.0,0.34750000000000003
475.0,-6.0,0.34750000000000003
476.0,-6.0,0.34750000000000003
477.0,-6.0,0.34750000000000003
478.0,-6.0,0.34750000000000003
479.0,-6.0,0.34750000000000003
480.0,-6.0,0.34750000000000003
481.0,-6.0,0.34750000000000003
482.0,-6.0,0.34750000000000003
483.0,-6.0,0.34750000000000003
484.0,-6.0,0.34750000000000003
485.0,-6.0,0.34750000000000003
486.0,-6.0,0.34750000000000003
487.0,-6.0,0.34750000000000003
488.0,-6.0,0.34750000000000003
489.0,-6.0,0.34750000000000003
490.0,-6.0,0.34750000000000003
491.0,-6.0,0.34750000000000003
492.0,-6.0,0.34750000000000003
493.0,-6.0,0.34750000000000003
494.0,-6.0,0.34750000000000003
495.0,-6.0,0.34750000000000003
496.0,-6.0,0.35
497.0,-6.0,0.35
498.0,-6.0,0.35
499.0,-6.0,0.35
500.0,-6.0,0.35
501.0,-6.0,0.35
502.0,-6.0,0.35
503.0,-6.0,0.35
504.0,-6.0,0.35
505.0,-6.0,0.35
506.0,-6.0,0.35
507.0,-6.0,0.35
508.0,-6.0,0.35
509.0,-6.0,0.35
510.0,-6.0,0.35
511.0,-6.0,0.35
512.0,-6.0,0.35
513.0,-6.0,0.35
514.0,-6.0,0.35
515.0,-6.0,0.35
516.0,-6.0,0.35
517.0,-6.0,0.35
518.0,-6.0,0.35
519.0,-6.0,0.35
520.0,-6.0,0.35
521.0,-6.0,0.35
522.0,-6.0,0.35
523.0,-6.0,0.35
524.0,-6.0,0.35
525.0,-6.0,0.35
526.0,-6.0,0.35
527.0,-6.0,0.35
528.0,-6.0,0.35
529.0,-6.0,0.35
530.0,-6.0,0.35
531.0,-6.0,0.35
532.0,-6.0,0.35
533.0,-6.0,0.35
534.0,-6.0,0.35
535.0,-6.0,0.35
536.0,-6.0,0.35
537.0,-6.0,0.35
538.0,-6.0,0.35
539.0,-6.0,0.35
540.0,-6.0,0.35
541.0,-6.0,0.35
542.0,-6.0,0.35
543.0,-6.0,0.35
544.0,-6.0,0.35250000000000004
545.0,-6.0,0.35250000000000004
546.0,-6.0,0.35250000000000004
547.0,-6.0,0.35250000000000004
548.0,-6.0,0.35250000000000004
549.0,-6.0,0.35250000000000004
550.0,-6.0,0.35250000000000004
551.0,-6.0,0.35250000000000004
552.0,-6.0,0.35250000000000004
553.0,-6.0,0.35250000000000004
554.0,-6.0,0.35250000000000004
555.0,-6.0,0.35250000000000004
556.0,-6.0,0.35250000000000004
557.0,-6.0,0.35250000000000004
558.0,-6.0,0.35250000000000004
559.0,-6.0,0.35250000000000004
560.0,-6.0,0.35250000000000004
561.0,-6.0,0.35250000000000004
562.0,-6.0,0.35250000000000004
563.0,-6.0,0.35250000000000004
564.0,-6.0,0.355
565.0,-6.0,0.355
566.0,-6.0,0.355
567.0,-6.0,0.355
568.0,-6.0,0.35750000000000004
569.0,-6.0,0.36
570.0,-6.0,0.36
571.0,-6.0,0.36
572.0,-6.0,0.36
573.0,-6.0,0.36
574.0,-6.0,0.36
575.0,-6.0,0.36
576.0,-6.0,0.36
577.0,-6.0,0.36
578.0,-6.0,0.36
579.0,-6.0,0.36
580.0,-6.0,0.36
581.0,-6.0,0.36
582.0,-6.0,0.36
583.0,-6.0,0.36
584.0,-6.0,0.36
585.0,-6.0,0.36
586.0,-6.0,0.36
587.0,-6.0,0.36
588.0,-6.0,0.36
589.0,-6.0,0.36
590.0,-6.0,0.36
591.0,-6.0,0.36
592.0,-6.0,0.36
593.0,-6.0,0.36
594.0,-6.0,0.36
595.0,-6.0,0.36
596.0,-6.0,0.36
